timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1704197964837,1131,Resource-2,200,OK,Thread Group 1-7,text,true,,233341,130,9,9,https://www.simplilearn.com/resources,246,0,0
1704197964844,1218,Homepage,200,OK,Thread Group 1-6,text,true,,282689,302,9,9,https://www.simplilearn.com/,94,0,0
1704197964844,94,Homepage-0,301,Moved Permanently,Thread Group 1-6,text,true,,568,181,9,9,http://www.simplilearn.com/,94,0,0
1704197964938,1124,Homepage-1,200,OK,Thread Group 1-6,text,true,,282121,121,9,9,https://www.simplilearn.com/,158,0,0
1704197962882,3412,Business,200,OK,Thread Group 1-10,text,true,,1469800,389,9,9,https://www.simplilearn.com/business,77,0,0
1704197962882,77,Business-0,301,Moved Permanently,Thread Group 1-10,text,true,,577,130,9,9,http://www.simplilearn.com/business/,77,0,0
1704197962960,89,Business-1,301,Moved Permanently,Thread Group 1-10,text,true,,720,130,9,9,https://www.simplilearn.com/business/,89,0,0
1704197963050,3244,Business-2,200,OK,Thread Group 1-10,text,true,,1468503,129,9,9,https://www.simplilearn.com/business,196,0,0
1704197965581,777,Homepage,200,OK,Thread Group 1-3,text,true,,282666,302,9,9,https://www.simplilearn.com/,61,0,0
1704197965581,61,Homepage-0,301,Moved Permanently,Thread Group 1-3,text,true,,568,181,9,9,http://www.simplilearn.com/,61,0,0
1704197965643,715,Homepage-1,200,OK,Thread Group 1-3,text,true,,282098,121,9,9,https://www.simplilearn.com/,103,0,0
